Pre-demographic dividend,760.942116
Puerto Rico,3.678732
"Korea, Dem. PeopleÍs Rep.",24.722298
Portugal,10.55756
Paraguay,6.293783
West Bank and Gaza,3.927051
Pacific island small states,2.242763
Post-demographic dividend,1078.083258
French Polynesia,0.269843
Qatar,1.952054
Romania,20.147528
Russian Federation,142.960868
Rwanda,10.516071
South Asia,1653.798614
Saudi Arabia,28.23802
Sudan,35.167314
Senegal,13.30091
Singapore,5.183688
Solomon Islands,0.539614
Sierra Leone,6.611692
El Salvador,6.19256
San Marino,0.031504
Somalia,12.404725
Serbia,7.234099
Sub-Saharan Africa (excluding high income),901.902485
South Sudan,10.448857
Sub-Saharan Africa,901.989926
Small states,36.171934
Sao Tome and Principe,0.1788
Suriname,0.531589
Slovak Republic,5.398384
Slovenia,2.052843
Sweden,9.449213
Swaziland,1.225258
Sint Maarten (Dutch part),0.033435
Seychelles,0.087441
Syrian Arab Republic,20.863993
Turks and Caicos Islands,0.031731
Chad,12.288651
East Asia & Pacific (IDA & IBRD countries),1955.546907
Europe & Central Asia (IDA & IBRD countries),443.585208
Togo,6.679282
Thailand,67.53013
Tajikistan,7.815949
Turkmenistan,5.174061
Latin America & the Caribbean (IDA & IBRD countries),587.315129
Timor-Leste,1.131523
Middle East & North Africa (IDA & IBRD countries),337.894992
Tonga,0.104577
South Asia (IDA & IBRD),1653.798614
Sub-Saharan Africa (IDA & IBRD countries),901.989926
Trinidad and Tobago,1.334788
Tunisia,10.761467
Turkey,73.409455
Tuvalu,0.010628
Tanzania,47.570902
Uganda,35.093648
Ukraine,45.7061
Upper middle income,2483.420924
Uruguay,3.385624
United States,311.663358
Uzbekistan,29.3394
St. Vincent and the Grenadines,0.109341
"Venezuela, RB",29.463291
British Virgin Islands,0.027901
Virgin Islands (U.S.),0.108292
Vietnam,89.436644
Vanuatu,0.241871
World,7014.998805
Samoa,0.187665
Kosovo,1.791
"Yemen, Rep.",24.252206
South Africa,52.263516
Zambia,14.264756
Zimbabwe,14.386649
